Nº Processo,Natureza do Processo,Forma de Cadastramento,Crédito
9542,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
32216,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35061,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
9368,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45130,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
24973,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41459,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47374,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26134,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15224,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
23370,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41013,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41725,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
32277,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
23401,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
37599,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10416,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
19604,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34461,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31336,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
29877,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22719,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15963,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18839,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11596,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
40932,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5425,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47227,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
27939,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41199,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4380,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
40171,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
21907,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
29698,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
46614,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
36276,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45075,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15490,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39590,ELETRÔNICO,Automático,Restituição de Simples Nacional
18613,ELETRÔNICO,Automático,Restituição de Simples Nacional
47216,ELETRÔNICO,Automático,Restituição de Simples Nacional
37417,ELETRÔNICO,Automático,Restituição de Simples Nacional
46627,ELETRÔNICO,Automático,Restituição de Simples Nacional
18600,ELETRÔNICO,Automático,Restituição de Simples Nacional
18435,ELETRÔNICO,Automático,Restituição de Simples Nacional
44712,ELETRÔNICO,Automático,Restituição de Simples Nacional
29301,ELETRÔNICO,Automático,Restituição de Simples Nacional
36652,ELETRÔNICO,Automático,Restituição de Simples Nacional
5474,ELETRÔNICO,Automático,Restituição de Simples Nacional
34431,ELETRÔNICO,Automático,Restituição de Simples Nacional
13046,ELETRÔNICO,Automático,Restituição de Simples Nacional
33925,ELETRÔNICO,Automático,Restituição de Simples Nacional
16662,ELETRÔNICO,Automático,Restituição de Simples Nacional
14629,ELETRÔNICO,Automático,Restituição de Simples Nacional
18248,ELETRÔNICO,Automático,Restituição de Simples Nacional
46012,ELETRÔNICO,Automático,Restituição de Simples Nacional
28078,ELETRÔNICO,Automático,Restituição de Simples Nacional
40601,ELETRÔNICO,Automático,Restituição de Simples Nacional
21933,ELETRÔNICO,Automático,Restituição de Simples Nacional
21166,ELETRÔNICO,Automático,Restituição de Simples Nacional
2240,ELETRÔNICO,Automático,Restituição de Simples Nacional
23635,ELETRÔNICO,Automático,Restituição de Simples Nacional
33333,ELETRÔNICO,Automático,Restituição de Simples Nacional
18875,ELETRÔNICO,Automático,Restituição de Simples Nacional
20625,ELETRÔNICO,Automático,Restituição de Simples Nacional
36363,ELETRÔNICO,Automático,Restituição de Simples Nacional
9247,ELETRÔNICO,Automático,Restituição de Simples Nacional
20719,ELETRÔNICO,Automático,Restituição de Simples Nacional
2882,ELETRÔNICO,Automático,Restituição de Simples Nacional
14486,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23599,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26184,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35990,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32723,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5848,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8781,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47913,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
29409,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
14647,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1016,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11172,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31329,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
36265,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18237,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
2929,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39339,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28267,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18730,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
32911,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
2729,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3411,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6259,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
32489,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
20087,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22765,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16010,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
36731,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6220,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8876,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3494,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
129,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
30416,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10903,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3751,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
32653,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
38669,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4906,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39056,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45154,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
48302,ELETRÔNICO,Automático,Restituição de Reembolso
45860,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5536,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34414,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42297,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
48061,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
40411,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11774,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39710,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
44703,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41415,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31419,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
25665,ELETRÔNICO,Automático,Restituição de Simples Nacional
33422,ELETRÔNICO,Automático,Restituição de Simples Nacional
20439,ELETRÔNICO,Automático,Restituição de Simples Nacional
25264,ELETRÔNICO,Automático,Restituição de Simples Nacional
47543,ELETRÔNICO,Automático,Restituição de Simples Nacional
41393,ELETRÔNICO,Automático,Restituição de Simples Nacional
28507,ELETRÔNICO,Automático,Restituição de Simples Nacional
19760,ELETRÔNICO,Automático,Restituição de Simples Nacional
43597,ELETRÔNICO,Automático,Restituição de Simples Nacional
24914,ELETRÔNICO,Automático,Restituição de Simples Nacional
40501,ELETRÔNICO,Automático,Restituição de Simples Nacional
37075,ELETRÔNICO,Automático,Restituição de Simples Nacional
24121,ELETRÔNICO,Automático,Restituição de Simples Nacional
30758,ELETRÔNICO,Automático,Restituição de Simples Nacional
40750,ELETRÔNICO,Automático,Restituição de Simples Nacional
11857,ELETRÔNICO,Automático,Restituição de Simples Nacional
35815,ELETRÔNICO,Automático,Restituição de Simples Nacional
33667,ELETRÔNICO,Automático,Restituição de Simples Nacional
11343,ELETRÔNICO,Automático,Restituição de Simples Nacional
26988,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
42282,ELETRÔNICO,Automático,Restituição de Simples Nacional
400,ELETRÔNICO,Automático,Restituição de Simples Nacional
12673,ELETRÔNICO,Automático,Restituição de Simples Nacional
28411,ELETRÔNICO,Automático,Restituição de Simples Nacional
8917,ELETRÔNICO,Automático,Restituição de Simples Nacional
14338,ELETRÔNICO,Automático,Restituição de Simples Nacional
29670,ELETRÔNICO,Automático,Restituição de Simples Nacional
18198,ELETRÔNICO,Automático,Restituição de Simples Nacional
33840,ELETRÔNICO,Automático,Restituição de Simples Nacional
35279,ELETRÔNICO,Automático,Restituição de Simples Nacional
1794,ELETRÔNICO,Automático,Restituição de Simples Nacional
26950,ELETRÔNICO,Automático,Restituição de Simples Nacional
39957,ELETRÔNICO,Automático,Restituição de Simples Nacional
43331,ELETRÔNICO,Automático,Restituição de Simples Nacional
28203,ELETRÔNICO,Automático,Restituição de Simples Nacional
28003,ELETRÔNICO,Automático,Restituição de Simples Nacional
1990,ELETRÔNICO,Automático,Restituição de Simples Nacional
35924,ELETRÔNICO,Automático,Restituição de Simples Nacional
3350,ELETRÔNICO,Automático,Restituição de Simples Nacional
45952,ELETRÔNICO,Automático,Restituição de Simples Nacional
36743,ELETRÔNICO,Automático,Restituição de Simples Nacional
38001,ELETRÔNICO,Automático,Restituição de Simples Nacional
46230,ELETRÔNICO,Automático,Restituição de Simples Nacional
8937,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11141,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27334,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12056,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28416,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38840,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33383,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45477,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13788,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39476,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33809,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23916,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8881,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47283,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47661,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13045,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36194,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19071,ELETRÔNICO,Automático,PERES - Restituição de IRPF Não Resgatada no Banco
33465,ELETRÔNICO,Automático,PERES - Restituição de IRPF Não Resgatada no Banco
